Order_ID,Foreign_Customer_ID,Product_ID,Quantity,Date_Ordered,Status,Total_Amount
550,550,19,1,6/15/2024,Processing,Peso
551,551,35,4,9/30/2024,Pending,Euro
552,552,12,4,8/3/2024,Delivered,Peso
553,553,13,2,11/24/2023,Shipped,Shekel
554,554,17,4,5/14/2024,Cancelled,Yen
555,555,37,4,8/16/2022,Shipped,Zloty
556,556,27,1,12/19/2024,Processing,Yuan Renminbi
557,557,15,3,7/29/2023,Delivered,Rupiah
558,558,15,4,9/24/2024,Delivered,Rupiah
559,559,15,1,4/30/2024,Cancelled,Ruble
560,560,31,1,1/13/2023,Pending,Yuan Renminbi
561,561,36,4,4/20/2023,Cancelled,Krona
562,562,9,2,3/1/2023,Processing,Real
563,563,23,2,11/10/2024,Processing,Real
564,564,28,2,5/21/2023,Pending,Real
565,565,19,1,10/22/2023,Processing,Tenge
566,566,40,2,10/3/2024,Cancelled,Yuan Renminbi
567,567,14,2,8/19/2024,Processing,Dollar
568,568,23,1,8/21/2022,Processing,Peso
569,569,24,2,8/11/2023,Cancelled,Peso
570,570,9,1,5/3/2023,Pending,Franc
571,571,11,2,2/15/2024,Cancelled,Yuan Renminbi
572,572,15,3,8/2/2024,Processing,Rupiah
573,573,26,2,9/6/2024,Processing,Peso
574,574,6,2,5/22/2023,Processing,Peso
575,575,3,4,11/22/2023,Shipped,Dollar
576,576,34,3,10/31/2023,Shipped,Sol
577,577,1,2,4/28/2024,Delivered,Peso
578,578,23,1,8/15/2022,Cancelled,Dollar
579,579,26,2,7/25/2023,Cancelled,Ruble
580,580,31,2,7/11/2024,Shipped,Rupiah
581,581,8,1,11/10/2024,Pending,Pound
582,582,19,1,4/23/2024,Delivered,Yuan Renminbi
583,583,32,2,11/27/2023,Processing,Krona
584,584,13,3,12/15/2023,Processing,Peso
585,585,14,2,12/23/2023,Shipped,Yuan Renminbi
586,586,8,3,3/20/2024,Shipped,Kuna
587,587,27,4,12/23/2022,Delivered,Rupee
588,588,5,3,3/29/2023,Processing,Yuan Renminbi
589,589,3,1,4/11/2024,Processing,Real
590,590,33,1,8/21/2023,Processing,Yuan Renminbi
591,591,15,2,2/26/2024,Shipped,Yuan Renminbi
592,592,33,3,7/3/2023,Shipped,Pula
593,593,27,2,1/22/2023,Shipped,Yuan Renminbi
594,594,7,1,1/1/2023,Cancelled,Yuan Renminbi
595,595,6,3,4/18/2023,Pending,Yuan Renminbi
596,596,34,1,11/2/2023,Delivered,Peso
597,597,40,3,10/12/2024,Pending,Peso
598,598,2,4,8/4/2024,Processing,Yuan Renminbi
599,599,11,3,8/12/2024,Pending,Dollar
600,600,9,2,12/21/2024,Processing,Peso
601,601,33,1,12/30/2023,Processing,Euro
602,602,38,2,6/20/2024,Pending,Euro
603,603,37,2,9/15/2022,Shipped,Yuan Renminbi
604,604,26,2,10/3/2023,Cancelled,Dinar
605,605,15,1,8/5/2024,Pending,Peso
606,606,29,3,9/26/2022,Cancelled,Pound
607,607,35,2,3/23/2023,Cancelled,Koruna
608,608,13,2,2/4/2024,Shipped,Rupee
609,609,15,4,6/23/2023,Shipped,Yuan Renminbi
610,610,23,2,9/14/2024,Cancelled,Euro
611,611,24,2,8/7/2023,Delivered,Real
612,612,28,1,8/14/2023,Shipped,Krone
613,613,39,1,10/10/2023,Pending,Hryvnia
614,614,28,1,5/19/2024,Delivered,Rupiah
615,615,22,4,1/6/2023,Pending,Won
616,616,38,2,9/28/2024,Cancelled,Rupiah
617,617,39,3,5/23/2024,Shipped,Rupiah
618,618,37,3,7/29/2023,Shipped,Yuan Renminbi
619,619,14,1,9/9/2022,Processing,Euro
620,620,19,3,3/24/2023,Processing,Rupiah
621,621,33,4,4/28/2024,Delivered,Dinar
622,622,25,4,11/11/2022,Delivered,Birr
623,623,15,1,3/15/2024,Cancelled,Yuan Renminbi
624,624,40,2,4/14/2023,Delivered,Euro
625,625,13,1,8/5/2023,Pending,Kuna
626,626,31,4,12/24/2022,Pending,Yuan Renminbi
627,627,33,1,12/15/2022,Shipped,Bolivar
628,628,16,2,8/15/2022,Shipped,Koruna
629,629,33,1,5/3/2024,Cancelled,Euro
630,630,21,2,9/19/2022,Delivered,Ruble
631,631,7,3,1/6/2024,Processing,Yuan Renminbi
632,632,17,4,12/28/2024,Shipped,Krona
633,633,1,3,12/1/2024,Delivered,Dram
634,634,18,4,10/1/2024,Delivered,Euro
635,635,17,3,8/9/2023,Processing,Sol
636,636,37,4,1/18/2023,Delivered,Yuan Renminbi
637,637,29,2,8/18/2024,Delivered,Euro
638,638,31,1,11/16/2023,Pending,Rupiah
639,639,9,4,10/20/2023,Cancelled,Yuan Renminbi
640,640,27,4,11/1/2023,Processing,Ruble
641,641,5,3,4/20/2024,Pending,Rupiah
642,642,30,4,8/20/2023,Pending,Sol
643,643,10,2,1/25/2023,Delivered,Yuan Renminbi
644,644,13,4,5/4/2023,Delivered,Rupiah
645,645,16,2,9/13/2023,Pending,Krona
646,646,37,4,10/21/2022,Delivered,Peso
647,647,25,4,1/14/2024,Pending,Yuan Renminbi
648,648,26,1,11/30/2024,Processing,Real
649,649,8,3,1/22/2024,Processing,Real
650,650,8,1,10/24/2022,Cancelled,Yuan Renminbi
651,651,7,4,12/18/2024,Processing,Yuan Renminbi
652,652,17,2,3/31/2024,Processing,Yuan Renminbi
653,653,13,1,3/8/2024,Shipped,Krona
654,654,11,3,9/19/2023,Cancelled,Dram
655,655,5,3,2/22/2023,Pending,Yuan Renminbi
656,656,6,3,12/13/2023,Shipped,Ruble
657,657,10,3,6/15/2024,Delivered,Yuan Renminbi
658,658,37,1,11/19/2022,Processing,Euro
659,659,20,1,12/12/2024,Processing,Euro
660,660,21,4,4/5/2023,Delivered,Peso
661,661,14,1,1/22/2024,Processing,Kip
662,662,16,3,9/24/2022,Shipped,Peso
663,663,8,2,9/19/2024,Delivered,Naira
664,664,14,2,5/23/2023,Delivered,Peso
665,665,21,2,10/24/2024,Shipped,Yuan Renminbi
666,666,4,4,5/24/2024,Shipped,Afghani
667,667,3,3,8/7/2023,Pending,Yuan Renminbi
668,668,33,3,12/25/2024,Pending,Cordoba
669,669,18,4,9/15/2022,Pending,Manat
670,670,8,4,2/27/2024,Pending,Yuan Renminbi
671,671,33,2,12/3/2023,Delivered,Real
672,672,22,1,7/6/2024,Cancelled,Koruna
673,673,33,3,2/6/2023,Cancelled,Rupiah
674,674,13,1,12/4/2022,Processing,Peso
675,675,24,3,9/10/2023,Pending,Peso
676,676,2,2,12/26/2022,Processing,Shilling
677,677,29,1,2/24/2023,Delivered,Krona
678,678,23,2,1/13/2024,Pending,Lempira
679,679,39,1,4/5/2023,Cancelled,Rupiah
680,680,23,4,11/25/2024,Shipped,Dong
681,681,12,3,6/7/2024,Pending,Shilling
682,682,22,2,6/16/2024,Processing,Yuan Renminbi
683,683,4,2,4/5/2023,Pending,Rupiah
684,684,27,3,5/29/2023,Delivered,Pound
685,685,33,2,10/8/2022,Shipped,Dinar
686,686,29,3,6/12/2024,Delivered,Birr
687,687,39,4,1/21/2024,Delivered,Rupee
688,688,29,1,10/5/2024,Shipped,Krona
689,689,38,4,10/1/2022,Delivered,Lempira
690,690,25,1,1/6/2024,Pending,Euro
691,691,9,3,9/14/2024,Processing,Quetzal
692,692,34,3,9/18/2022,Processing,Shilling
693,693,36,4,3/2/2023,Delivered,Yuan Renminbi
694,694,10,2,10/16/2024,Pending,Real
695,695,19,1,8/26/2023,Pending,Franc
696,696,1,3,7/2/2024,Pending,Yuan Renminbi
697,697,19,3,6/19/2023,Shipped,Yuan Renminbi
698,698,33,1,3/17/2023,Pending,Peso
699,699,4,1,10/30/2023,Cancelled,Yuan Renminbi
700,700,11,2,10/12/2023,Shipped,Yuan Renminbi
701,701,29,2,10/20/2024,Pending,Rupiah
702,702,32,2,7/15/2024,Shipped,Yuan Renminbi
703,703,40,3,11/25/2022,Pending,Euro
704,704,40,2,8/12/2023,Delivered,Yuan Renminbi
705,705,39,1,8/19/2023,Shipped,Rupiah
706,706,5,4,4/18/2024,Pending,Sol
707,707,29,4,10/30/2024,Shipped,Peso
708,708,34,3,11/6/2024,Cancelled,Won
709,709,32,2,6/12/2024,Shipped,Dollar
710,710,28,1,4/10/2023,Pending,Sol
711,711,29,4,11/14/2023,Pending,Yen
712,712,15,4,8/15/2023,Cancelled,Yuan Renminbi
713,713,17,4,7/1/2024,Delivered,Pound
714,714,11,3,5/4/2023,Pending,Peso
715,715,40,1,9/1/2022,Processing,Zloty
716,716,9,2,3/23/2023,Cancelled,Ruble
717,717,4,1,9/6/2024,Pending,Shekel
718,718,20,1,3/24/2024,Delivered,Yuan Renminbi
719,719,14,2,3/12/2024,Processing,Lek
720,720,37,1,9/8/2022,Processing,Tenge
721,721,39,1,6/14/2023,Shipped,Yuan Renminbi
722,722,15,4,3/6/2024,Pending,Ruble
723,723,21,2,2/8/2023,Shipped,Yen
724,724,40,2,7/22/2024,Shipped,Yen
725,725,38,3,2/17/2023,Pending,Zloty
726,726,31,3,7/24/2023,Shipped,Manat
727,727,19,3,11/23/2023,Shipped,Ruble
728,728,12,3,8/30/2023,Pending,Yuan Renminbi
729,729,32,2,8/10/2023,Delivered,Yuan Renminbi
730,730,40,1,6/1/2023,Delivered,Dollar
731,731,30,1,5/18/2024,Delivered,Rial
732,732,16,1,2/16/2023,Cancelled,Euro
733,733,20,2,10/11/2022,Processing,Real
734,734,15,3,8/26/2022,Processing,Franc
735,735,16,4,8/6/2023,Cancelled,Rupiah
736,736,21,1,5/27/2023,Shipped,Dollar
737,737,4,3,10/17/2024,Cancelled,Yen
738,738,8,3,9/11/2023,Processing,Yuan Renminbi
739,739,27,2,8/7/2024,Processing,Peso
740,740,21,2,10/15/2024,Delivered,Rupiah
741,741,21,1,1/27/2024,Delivered,Peso
742,742,10,4,11/6/2024,Delivered,Ruble
743,743,17,4,12/24/2022,Delivered,Ruble
744,744,4,3,7/18/2024,Cancelled,Yuan Renminbi
745,745,18,3,12/6/2023,Delivered,Yuan Renminbi
746,746,27,1,12/25/2022,Cancelled,Peso
747,747,31,1,2/17/2024,Processing,Zloty
748,748,21,2,6/9/2024,Delivered,Hryvnia
749,749,5,4,8/1/2022,Cancelled,Sol
750,750,21,1,10/22/2024,Delivered,Dram
751,751,32,3,9/10/2024,Delivered,Baht
752,752,31,2,7/19/2023,Processing,Yen
753,753,17,4,5/22/2024,Delivered,Baht
754,754,21,1,10/27/2023,Shipped,Rupiah
755,755,14,3,1/29/2023,Delivered,Euro
756,756,23,2,11/16/2023,Pending,Zloty
757,757,24,3,10/23/2022,Processing,Afghani
758,758,23,4,8/6/2024,Cancelled,Zloty
759,759,6,3,8/1/2023,Shipped,Ruble
760,760,39,4,12/11/2024,Shipped,Peso
761,761,21,2,9/25/2022,Pending,Yuan Renminbi
762,762,28,4,5/6/2023,Shipped,Euro
763,763,2,1,10/16/2023,Cancelled,Zloty
764,764,40,2,2/22/2023,Cancelled,Euro
765,765,24,4,9/21/2022,Processing,Rupiah
766,766,23,1,9/16/2024,Pending,Peso
767,767,29,3,7/27/2024,Processing,Euro
768,768,13,4,2/24/2023,Shipped,Litas
769,769,39,2,2/11/2024,Shipped,Dollar
770,770,7,1,8/26/2024,Cancelled,Zloty
771,771,19,1,9/1/2022,Shipped,Krona
772,772,11,2,11/26/2023,Cancelled,Franc
773,773,39,3,12/2/2024,Shipped,Lek
774,774,14,2,9/29/2023,Shipped,Euro
775,775,33,1,10/31/2024,Shipped,Euro
776,776,17,3,10/19/2024,Processing,Ruble
777,777,38,4,5/17/2024,Cancelled,Rupee
778,778,15,2,3/16/2023,Pending,Krona
779,779,2,1,10/18/2023,Shipped,Ruble
780,780,29,3,6/26/2023,Processing,Ruble
781,781,33,2,9/10/2022,Cancelled,Ruble
782,782,15,2,1/16/2024,Shipped,Rupiah
783,783,17,1,9/2/2024,Cancelled,Rupiah
784,784,28,1,9/29/2022,Shipped,Ruble
785,785,25,1,2/2/2023,Pending,Rupiah
786,786,38,3,9/19/2024,Processing,Rupiah
787,787,17,4,1/6/2023,Cancelled,Euro
788,788,26,4,2/20/2023,Pending,Dollar
789,789,15,3,12/15/2024,Pending,Euro
790,790,39,1,4/16/2023,Pending,Leu
791,791,31,3,10/10/2023,Processing,Euro
792,792,21,2,8/3/2024,Cancelled,Lempira
793,793,1,3,5/13/2024,Pending,Won
794,794,13,4,7/28/2024,Processing,Lempira
795,795,20,3,5/29/2024,Delivered,Pound
796,796,36,4,10/6/2022,Pending,Real
797,797,30,1,7/28/2023,Delivered,Taka
798,798,24,1,5/9/2024,Shipped,Yuan Renminbi
799,799,7,3,6/30/2024,Pending,Boliviano
800,800,20,3,9/17/2022,Processing,Baht
801,801,20,1,5/9/2023,Processing,Afghani
802,802,26,3,7/20/2024,Pending,Euro
803,803,6,2,4/8/2024,Shipped,Pound
804,804,23,3,8/26/2022,Pending,Euro
805,805,20,3,12/3/2023,Pending,Rupiah
806,806,29,3,11/15/2023,Delivered,Ruble
807,807,27,4,8/28/2023,Cancelled,Hryvnia
808,808,17,1,11/11/2023,Pending,Ringgit
809,809,12,4,2/1/2023,Cancelled,Krona
810,810,13,2,3/18/2023,Delivered,Zloty
811,811,35,3,6/24/2023,Pending,Peso
812,812,28,3,12/31/2022,Cancelled,Rupiah
813,813,19,2,10/10/2024,Processing,Euro
814,814,13,4,11/20/2024,Processing,Ruble
815,815,13,2,10/19/2022,Shipped,Yuan Renminbi
816,816,32,1,2/7/2023,Shipped,Krona
817,817,13,4,3/16/2024,Pending,Euro
818,818,24,4,11/20/2022,Cancelled,Ruble
819,819,4,1,2/18/2023,Pending,Peso
820,820,40,3,11/30/2024,Cancelled,Yuan Renminbi
821,821,17,4,4/12/2023,Shipped,Ruble
822,822,11,4,4/9/2024,Delivered,Yuan Renminbi
823,823,1,3,4/18/2024,Delivered,Dinar
824,824,34,4,6/15/2023,Delivered,Dinar
825,825,7,3,9/11/2023,Cancelled,Peso
826,826,19,4,3/10/2023,Delivered,Krona
827,827,32,4,5/19/2023,Shipped,Zloty
828,828,39,2,12/12/2023,Delivered,Peso
829,829,36,3,5/29/2023,Pending,Ruble
830,830,13,3,3/25/2023,Shipped,Yuan Renminbi
831,831,4,3,12/4/2024,Shipped,Zloty
832,832,8,2,11/3/2022,Processing,Yuan Renminbi
833,833,7,2,4/6/2024,Cancelled,Euro
834,834,8,4,11/9/2022,Delivered,Rupiah
835,835,5,2,12/13/2024,Delivered,Yuan Renminbi
836,836,20,4,10/11/2024,Pending,Peso
837,837,26,4,11/22/2022,Pending,Yen
838,838,30,3,8/16/2022,Shipped,Shilling
839,839,22,4,2/21/2024,Delivered,Cedi
840,840,11,3,11/19/2022,Cancelled,Yen
841,841,32,2,3/24/2023,Cancelled,Pound
842,842,40,4,11/5/2024,Delivered,Euro
843,843,35,3,10/4/2022,Cancelled,Zloty
844,844,8,1,5/9/2024,Processing,Yuan Renminbi
845,845,23,3,8/2/2024,Processing,Yuan Renminbi
846,846,32,3,3/11/2023,Processing,Ruble
847,847,10,1,7/14/2024,Processing,Koruna
848,848,1,2,4/22/2023,Delivered,Peso
849,849,17,4,9/30/2022,Delivered,Yuan Renminbi
850,850,25,2,3/24/2023,Pending,Zloty
851,851,15,1,3/24/2024,Processing,Zloty
852,852,17,2,3/14/2024,Shipped,Zloty
853,853,33,4,11/30/2024,Shipped,Yuan Renminbi
854,854,18,3,1/17/2024,Cancelled,Dram
855,855,32,4,9/21/2024,Pending,Lempira
856,856,28,4,11/22/2024,Pending,Yuan Renminbi
857,857,16,4,2/20/2023,Shipped,Lempira
858,858,20,1,10/31/2022,Shipped,Euro
859,859,27,4,2/17/2024,Processing,Yuan Renminbi
860,860,22,3,12/1/2024,Shipped,Euro
861,861,33,2,6/25/2024,Processing,Peso
862,862,19,1,11/12/2022,Delivered,Euro
863,863,36,3,5/30/2023,Delivered,Yuan Renminbi
864,864,3,1,1/14/2023,Shipped,Yuan Renminbi
865,865,2,3,5/6/2023,Processing,Pound
866,866,8,1,2/5/2024,Shipped,Rupiah
867,867,38,3,9/15/2024,Delivered,Krona
868,868,16,2,11/25/2023,Delivered,Yuan Renminbi
869,869,22,2,11/4/2024,Pending,Dollar
870,870,10,4,9/18/2022,Delivered,Yuan Renminbi
871,871,9,4,5/7/2023,Cancelled,Yuan Renminbi
872,872,18,2,9/8/2023,Shipped,Yuan Renminbi
873,873,36,1,8/23/2023,Cancelled,Krona
874,874,28,3,1/19/2024,Shipped,Ariary
875,875,22,3,6/28/2023,Processing,Balboa
876,876,34,4,8/11/2024,Cancelled,Euro
877,877,22,1,2/26/2024,Shipped,Rupiah
878,878,30,2,8/10/2024,Pending,Rial
879,879,33,1,7/25/2023,Shipped,Pa'anga
880,880,15,2,9/17/2023,Cancelled,Yuan Renminbi
881,881,34,4,5/13/2024,Shipped,Yuan Renminbi
882,882,2,1,8/12/2024,Processing,Franc
883,883,7,4,11/23/2023,Pending,Franc
884,884,2,4,11/16/2024,Shipped,Kyat
885,885,30,1,12/3/2023,Processing,Real
886,886,34,4,7/1/2023,Shipped,Cordoba
887,887,15,4,12/31/2024,Pending,Rupee
888,888,30,3,9/8/2022,Delivered,Ruble
889,889,39,2,2/17/2023,Cancelled,Zloty
890,890,35,1,12/9/2023,Cancelled,Sol
891,891,19,2,2/18/2024,Pending,Rupee
892,892,5,1,7/10/2024,Shipped,Yuan Renminbi
893,893,24,2,9/30/2023,Processing,Dollar
894,894,8,2,1/29/2023,Shipped,Euro
895,895,39,3,8/9/2023,Pending,Yuan Renminbi
896,896,13,2,9/18/2022,Cancelled,Yuan Renminbi
897,897,17,3,7/2/2023,Cancelled,Baht
898,898,34,4,11/19/2024,Delivered,Yuan Renminbi
899,899,24,3,9/20/2023,Processing,Zloty
900,900,2,2,12/21/2022,Processing,Yuan Renminbi
901,901,34,1,9/11/2022,Pending,Shekel
902,902,12,3,11/6/2024,Processing,Sol
903,903,18,3,3/25/2024,Pending,Yuan Renminbi
904,904,12,1,4/11/2024,Shipped,Euro
905,905,6,3,5/27/2024,Delivered,Peso
906,906,1,3,4/7/2024,Shipped,Bolivar
907,907,18,1,3/29/2023,Pending,Leu
908,908,20,2,3/5/2023,Cancelled,Baht
909,909,38,2,11/2/2023,Delivered,Dollar
910,910,14,4,8/9/2022,Pending,Yen
911,911,2,2,3/18/2023,Shipped,Yuan Renminbi
912,912,7,3,3/15/2023,Delivered,Ruble
913,913,24,2,7/4/2023,Processing,Ruble
914,914,1,1,2/15/2023,Processing,Dollar
915,915,33,3,12/24/2023,Processing,Ruble
916,916,1,2,5/2/2024,Delivered,Dollar
917,917,10,3,12/23/2023,Processing,Ruble
918,918,31,4,4/29/2023,Processing,Krona
919,919,15,3,11/27/2024,Processing,Rupiah
920,920,37,1,12/5/2022,Cancelled,Real
921,921,29,4,12/10/2022,Delivered,Dinar
922,922,22,3,2/9/2024,Pending,Peso
923,923,27,4,9/3/2023,Shipped,Yuan Renminbi
924,924,5,1,12/17/2022,Shipped,Rial
925,925,39,2,6/21/2023,Pending,Euro
926,926,33,1,9/12/2023,Processing,Euro
927,927,16,1,9/18/2022,Delivered,Hryvnia
928,928,16,4,4/25/2024,Cancelled,Yuan Renminbi
929,929,29,1,1/18/2024,Cancelled,Cordoba
930,930,7,4,1/18/2024,Delivered,Yuan Renminbi
931,931,28,1,9/25/2023,Delivered,Sol
932,932,16,1,11/12/2022,Cancelled,Euro
933,933,9,3,9/26/2023,Processing,Hryvnia
934,934,29,3,6/29/2023,Pending,Yuan Renminbi
935,935,33,1,1/6/2023,Processing,Rupiah
936,936,5,4,5/17/2023,Cancelled,Lek
937,937,24,4,7/23/2024,Pending,Yuan Renminbi
938,938,25,1,3/29/2023,Processing,Ruble
939,939,17,2,11/5/2023,Delivered,Yen
940,940,38,4,4/20/2024,Shipped,Real
941,941,22,3,1/4/2023,Pending,Ruble
942,942,36,1,6/1/2023,Cancelled,Lek
943,943,4,3,11/14/2024,Delivered,Naira
944,944,30,2,12/29/2022,Delivered,Yuan Renminbi
945,945,26,4,8/2/2024,Cancelled,Shekel
946,946,39,1,9/2/2022,Processing,Krona
947,947,28,1,7/4/2024,Processing,Peso
948,948,10,3,12/22/2024,Cancelled,Yuan Renminbi
949,949,7,3,12/29/2024,Shipped,Yuan Renminbi
950,950,33,1,8/15/2023,Processing,Afghani
951,951,34,3,12/6/2024,Delivered,Peso
952,952,20,4,2/17/2023,Pending,Tenge
953,953,6,3,6/20/2023,Shipped,Yen
954,954,38,4,7/26/2024,Pending,Yen
955,955,11,3,1/30/2024,Processing,Peso
956,956,37,2,12/9/2024,Delivered,Ruble
957,957,21,2,1/8/2024,Pending,Yuan Renminbi
958,958,32,1,5/28/2024,Delivered,Zloty
959,959,15,3,11/15/2022,Pending,Euro
960,960,14,2,7/5/2023,Processing,Euro
961,961,29,4,5/27/2024,Pending,Kwacha
962,962,3,1,5/21/2024,Processing,Koruna
963,963,36,1,9/13/2022,Processing,Yuan Renminbi
964,964,22,3,9/22/2023,Pending,Leu
965,965,5,1,11/24/2022,Delivered,Rupiah
966,966,15,3,8/1/2023,Processing,Dinar
967,967,32,1,11/24/2022,Cancelled,Peso
968,968,9,4,5/30/2023,Delivered,Zloty
969,969,38,4,9/20/2022,Delivered,Dinar
970,970,10,4,9/26/2024,Cancelled,Sol
971,971,25,4,7/3/2024,Shipped,Ruble
972,972,32,3,3/16/2024,Pending,Koruna
973,973,3,4,4/6/2023,Cancelled,Peso
974,974,10,2,8/3/2022,Pending,Ruble
975,975,37,4,9/11/2023,Delivered,Krona
976,976,22,1,11/14/2022,Processing,Dollar
977,977,3,2,12/13/2024,Cancelled,Rupiah
978,978,18,3,5/7/2024,Delivered,Rupiah
979,979,37,4,9/17/2023,Processing,Rupiah
980,980,22,2,3/10/2023,Shipped,Yuan Renminbi
981,981,28,3,7/16/2024,Processing,Naira
982,982,36,4,6/20/2024,Delivered,Yuan Renminbi
983,983,33,3,7/11/2024,Cancelled,Rupiah
984,984,34,2,2/20/2023,Delivered,Peso
985,985,17,3,7/29/2023,Cancelled,Euro
986,986,40,2,12/18/2022,Cancelled,Ruble
987,987,16,4,1/21/2024,Shipped,Rupiah
988,988,7,3,1/19/2024,Shipped,Yuan Renminbi
989,989,21,3,3/14/2024,Processing,Peso
990,990,31,3,9/26/2024,Processing,Yen
991,991,29,2,6/4/2024,Shipped,Rupiah
992,992,38,4,2/29/2024,Processing,Ruble
993,993,23,2,10/5/2022,Cancelled,Yuan Renminbi
994,994,13,3,9/11/2022,Shipped,Krona
995,995,37,3,10/31/2024,Cancelled,Rupiah
996,996,10,1,4/22/2024,Pending,Peso
997,997,24,1,10/8/2024,Pending,Peso
998,998,36,4,4/25/2023,Delivered,Yuan Renminbi
999,999,16,4,9/12/2024,Delivered,Rupee
1000,1000,36,3,2/19/2024,Cancelled,Yuan Renminbi
