ProductID,Product_name,Price$,Stock_Level
707,Nitrofurantoin Monohydrate/ Macrocrystalline,54.99,5
708,Ibuprofen,7.99,5
709,ERY-TAB,39.99,2
710,Oxygen,3.99,9
711,risedronate sodium,29.99,8
712,Allernest,6.99,5
713,Dill,2.29,4
714,LBEL Couleur Luxe Rouge Amplifier XP amplifying SPF 15,12.99,7
715,BYDUREON,5.49,6
716,epinephrine,2.99,0
717,Timolol Maleate,14.99,0
718,"carbidopa, levodopa and entacapone",24.99,4
719,Pomalyst,5.49,5
720,CAUSTICUM,1.99,6
721,Eye Allergy Relief,299.99,5
722,Anti-Diarrheal,19.99,5
723,Ibuprofen,2.99,2
724,Rivastigmine Tartrate,39.99,4
725,COLLAGEN RESURGENCE MASK,3.29,1
726,Roota Re F for men,39.99,2
727,CD DiorSkin Forever Flawless Perfection Fusion Wear Makeup SPF 25 - 010,14.99,0
728,Flavoxate Hydrochloride,5.99,0
729,Nicotine,29.99,4
730,MoReturn Hair Tonic,39.99,5
731,Nystatin and Triamcinolone,89.99,1
732,ESIKA HYDRACOLOR 2 IN 1 HIGHLY MOISTURIZING AND COLORING SPF 25,1.99,7
733,SINGULAIR,6.99,2
734,Hydrocortisone,89.99,3
735,Childrens Non Aspirin,35,8
736,CLARINS Skin Illusion SPF 10 Natural Radiance Foundation Tint 115,39.99,4
737,Rifadin IV,3.99,2
738,Cialis,2.79,9
739,Advanced Healing Diabetic Skin Care,4.49,7
740,Lemon Lime Hand Sanitizer,24.99,2
741,Lansoprazole,29.99,6
742,Phentermine Hydrochloride,3.49,1
743,Prednisone,2.49,7
744,CC Cream Broad Spectrum SPF 30,29.99,1
745,Walgreen Alcohol,3.49,0
746,PRENATE DHA,59.99,5
747,Anew Reversalist,5.99,5
748,Foot Works,2.49,4
749,Antimicrobial,39.99,4
750,Antiseptic Mouth Rinse,2.49,6
751,Levofloxacin,2.99,8
752,EVOKE Antiperspirant and Deodorant Roll-on,29.99,6
753,TOPCARE,179.99,4
754,Cefuroxime Axetil,49.99,6
755,Buffered Aspirin,39.99,1
756,Ketorolac Tromethamine,59.99,1
757,Pain Reliever,24.99,4
758,Clopidogrel,9.99,7
759,Ciprofloxacin,2.69,7
760,Purgo Satin Foam,29.99,6
761,Fruit Punch Scented Hand Sanitizer,39.99,9
762,"Oxygen, Compressed",99.99,1
763,Advanced Hand Sanitizer,29.99,7
764,Nabumetone,4.49,3
765,Carvedilol,22.99,1
766,Midodrine Hydrochloride,1.89,2
767,shing-Releev,34.99,6
768,Trazodone Hydrochloride,5.99,3
769,Ampicillin,3.49,6
770,VIRO PLUS,2.29,8
771,Hydroxyzine Pamoate,44.99,8
772,TOPCARE,3.49,0
773,Nasal,4.49,1
774,SANAFITIL,5.99,1
775,Hemorrhoidal,6.49,1
776,Citalopram,6.49,0
777,Docusate Sodium,3.49,0
778,Major Ranitidine,4.29,9
779,ANTI-DANDRUFF SHAMPOO AND CONDITIONER,19.99,7
780,SPAI-SONS,14.99,7
781,Ritalin,24.99,4
782,equaline milk of magnesia,12.99,6
783,NYSTATIN,19.99,5
784,Metamucil,3.99,4
785,Cortomycin,149.99,3
786,Well at Walgreens Anti-Itch,45,0
787,Head and Shoulders,2.99,8
788,"Butalbital, Acetaminophen, and Caffeine",19.99,4
789,Cover Fx BB Gel Mattfying Anti-Blemish N Deep,39.99,2
790,ESIKA,15.99,7
791,Degree,6.49,6
792,Benztropine Mesylate,45.99,2
793,Phentermine Hydrochloride,39.99,3
794,MEFOXIN,2.49,5
795,Coppertone Wet and Clear Kids,3.79,5
796,Ibuprofen,3.99,9
797,Chelidonium Homaccord,22.99,0
798,SYMPHYTUM OFFICINALE,2.99,9
799,Family wellness Lice Treatment,2.49,0
800,Suave,19.99,0
801,Hog Epithelium,19.99,1
802,K Phos,24.99,4
803,ATORVASTATIN CALCIUM,49.99,3
804,Hydrocodone Bitartrate and Acetaminophen,299.99,6
805,Haloperidol,19.99,1
806,"Food - Plant Source, Cashew Nut Anacardium occidentalie",3.99,8
807,Chlordiazepoxide and Amitriptyline Hydrochloride,3.99,9
808,MORPHINE SULFATE,24.99,4
809,HYZAAR,24.99,1
810,Miconazole Nitrate,39.99,0
811,Olive Leaf Antibacterial Foaming Hand Wash,39.99,7
812,Methocarbamol,7.99,6
813,CAMERA READY,39.99,2
814,Bon Balm,5.29,4
815,Dream Eye,4.79,3
816,PROSCAR,14.99,6
817,Pleo Muc,22.99,1
818,"Pollens - Weeds and Garden Plants, Lambs Quarters Chenopodium album",5.99,5
819,Oxycodone Hydrochloride,39.99,9
820,Albuterol Sulfate,3.29,9
821,Testosterone,39.99,5
822,Dermoplast Pain Relieving,29.99,7
823,Nasal Decongestant PE,4.49,4
824,SUN Solar Defense Hydrating,29.99,8
825,Barley Grain,19.99,6
826,Lorazepam,4.99,8
827,OVACE Plus,1.29,8
828,DAY C,44.99,0
829,RHUBARB,79.99,7
830,Iris germanica comp.,89.99,9
831,Doxorubicin Hydrochloride,4.99,9
832,Pleo Rub,29.99,1
833,Cover and Conceal Blemish Concealer,49.99,4
834,Ongo - Fin,2.49,5
835,NicAzel Doxy Kit,29.99,0
836,Antihistimine Allergy,2.39,3
837,Cetirizine Hydrochloride,4.99,6
838,dg health nasal,1.99,7
839,Luminous Goddess Aura BB,3.49,1
840,Levocetirizine Dihydrochloride,2.99,2
841,Escitalopram,89.99,6
842,ANTIBACTERIAL FOAMING,69.99,4
843,Metaproterenol Sulfate,34.99,6
844,Losartan Potassium,2.49,4
845,"Food - Plant Source, Tomato Nicotiana spp.",24.99,9
846,Nizoral,79.99,6
847,MOZI-Q,129.99,7
848,Cashew,2.29,6
849,Magis Lene Brilliant Gold CC Cream XQ,3.29,6
850,ibuprofen,4.99,1
851,PROPRANOLOL HYDROCHLORIDE,2.29,7
852,Allergy Rescue,34.99,5
853,Amoxicillin,29.99,2
854,Endopure Testos for Men,79.99,9
855,TOPCARE,3.99,2
856,Y-age AEON,39.99,4
857,HYDRALIFE BB CREME Enhancing Moisturizer For Immediate Beauty SPF 30,4.99,0
858,8 Small Intestine,2.49,0
859,Lubricant Eye,2.59,6
860,"Animal Allergens, AP Cattle Hair and Dander",7.99,6
861,Jafra,49.99,8
862,Privigen,15.49,2
863,Doxycycline Hyclate,19.99,4
864,acetaminophen pm,4.99,0
865,TINTED LIP CONDITIONER,9.99,8
866,Fruit Smoothies,32.99,5
867,Aspirin,7.99,9
868,Tretinoin,15.49,4
869,Hydrocodone Bitartrate and Acetaminophen,24.99,7
870,Cephalexin,29.99,2
871,Irbesartan,29.99,5
872,Abundant Milk,59.99,2
873,Walgreens Sunscreen,5.99,4
874,HALOPERIDOL LACTATE,4.99,3
875,good sense night time,3.29,6
876,CELLULAR RADIANCE SUNSCREEN SPF 30,4.99,2
877,Eye Wash,6.49,1
878,Simply Right Omeprazole,4.29,2
879,Betamethasone Dipropionate,5.49,4
880,Doxorubicin Hydrochloride,29.99,7
881,Remedy Antifungal,3.99,5
882,Levothyroxine sodium,12.99,1
883,RISPERIDONE,39.99,8
884,Boost Remedy Water,15.99,1
885,Trifluoperazine Hydrochloride,10.99,3
886,Levetiracetam,4.99,4
887,Tonsilla compositum,14.99,5
888,Moexipril Hydrochloride and Hydrochlorothiazide,99.99,9
889,SPAI-SONS,4.49,9
890,Asacol,3.79,4
891,Ursodiol,39.99,0
892,Presidents Choice,24.99,4
893,Candesartan cilexetil,49.99,0
894,Gabapentin,3.99,1
895,LANOXIN,29.99,7
896,Metronidazole,19.99,2
897,HAND AND NATURE SANITIZER,3.99,8
898,Sensipar,29.99,9
899,Ibuprofen,19.99,7
900,Lyrica,1.79,4
901,AMOREPACIFIC,34.99,0
902,Lorazepam,1.99,8
903,AcneFree Clear Skin Treatments,12.99,9
904,Coppertone ultraGUARD,14.99,9
905,Elta MD UV Aero,12.99,4
906,Baclofen,1.99,5
907,Clonazepam,24.99,8
908,FLOVENT,22.99,0
909,LEXAPRO,24.99,9
910,Ketotifen Fumarate,19.99,5
911,Doxazosin,12.99,3
912,Safe Sea Sunscreen With Jellyfish Sting Protective SPF 50,2.69,5
913,Calcipotriene,99.99,1
914,Clarinex-D 12 Hour,6.99,3
915,SELENIUM SULFIDE,39.99,8
916,Lupron Depot,1.29,6
917,SUMATRIPTAN SUCCINATE,4.29,9
918,Penicillium notatum,49.99,1
919,Western Water Hemp,19.99,4
920,Instant Hand Sanitizer,49.99,2
921,Flaxseed,2.19,2
922,Tremor Plex,6.29,8
923,Diflunisal,1.99,2
924,Clindamycin Hydrochloride,5.99,8
925,LEUKOSEP - SOLX A ADDITIVE SOLUTION,49.99,3
926,NAPROXEN,3.49,5
927,Lisinopril,4.49,9
928,Zinc Sulfate,5.99,0
929,SPRYCEL,39.99,2
930,Trazodone Hydrochloride,24.99,8
931,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",4.49,4
932,ibuprofen,3.49,0
933,laura mercier Tinted Moisturizer Creme Compact Broad Spectrum SPF 20 Sunscreen ALMOND,2.79,6
934,Propranolol Hydrochloride,69.99,1
935,LBEL COULEUR LUXE AMPLIFIER XP,7.99,2
936,Gongjinhyang Seol Whitening Intensive,39.99,1
937,Welchol,2.49,6
938,Phentermine Hydrochloride,39.99,2
939,Lobelia Inflata,12.99,2
940,Epinephrine,19.99,3
941,Carbon Dioxide,39.99,8
942,Motion Sickness,2.49,5
943,cold relief,39.99,8
944,DNA Prime Natural SPF 45,10.99,8
945,Naruko,79.99,7
946,Mucus Relief Severe Congestion Cough,2.49,9
947,Venlafaxine Hydrochloride,3.5,2
948,SEROQUEL,25.99,9
949,Neostigmine Methylsulfate,4.29,1
950,TINTED MOISTURIZER,129.99,2
951,Cedar X Pet Formula,4.99,5
952,Sulfasalazine,4.49,2
953,MS Contin,39.99,3
954,FERROUS SULFATE,5.79,1
955,Tekturna,2.99,3
956,Nitrofurantion Macrocrystals,349.99,8
957,Dove,4.99,6
958,Acid Reducer,34.99,2
959,Kimvent Oral Care Suction Swab pack,4.29,9
960,ZEMA PAK,2.69,4
961,Whole Egg,12.99,6
962,Zep Foam San,99.99,2
963,Enalapril Maleate,29.99,9
964,UNITHROID,1.29,5
965,BUSPIRONE HYDROCHLORIDE,5.99,5
966,Prednicarbate,39.99,3
967,GOOD NEIGHBOR PHARMACY ZINC OXIDE,3.59,2
968,pain relief pm,1.49,7
969,Hydrocodone Bitartrate And Acetaminophen,24.99,6
970,Viscum Crataegus,19.99,8
971,Hydrocodone Bitartrate and Ibuprofen,4.29,6
972,A PERFECT WORLD,3.99,4
973,Metronidazole,79.99,4
974,Systane,49.99,9
975,Strength M,15.99,3
976,Sodium Chloride,59.99,3
977,Folic Acid,49.99,9
978,Urea,3.29,5
979,Neostigmine Methylsulfate,15.99,4
980,hydrocodone bitartrate and acetaminophen,5.49,6
981,Lovastatin,24.99,4
982,GUNA-ADDICT 1,19.99,8
983,EpiCare Antimicrobial Lotion Soap,39.99,1
984,CounterAct,24.99,8
985,Indiclor,0.75,5
986,Topiramate,24.99,2
987,Acetaminophen Sinus Congestion and Pain Daytime,39.99,0
988,INVEGA,25.99,5
989,GMC Medical,199.99,1
990,Academy,4.99,0
991,PHYTOGENIC INFINITE FOUNDATION,34.99,3
992,NALTREXONE HYDROCHLORIDE,69.99,0
993,Atropine Sulfate,3.99,5
994,Fosphenytoin,39.99,7
995,Treatment Set TS351201,22.99,9
996,Disney PIXAR Monsters University Antibacterial Hand Wipes,49.99,1
997,HYDROCORTISONE,18.99,4
998,Lovastatin,2.49,5
999,TOPIRAMATE,39.99,6
1000,Plum,2.29,9
